Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2022,Saratoga,NY,Passenger,1,0,1,54,55,1.82
July 31 2021,Hennepin,MN,Passenger,2,0,2,95,97,2.06
September 30 2025,Lexington,SC,Passenger,1,0,1,17,18,5.56
November 30 2019,Riverside,CA,Passenger,5,1,6,693,699,0.86
August 31 2017,Northampton,PA,Passenger,0,1,1,94,95,1.05
October 31 2024,Doña Ana,NM,Passenger,0,1,1,11,12,8.33
September 30 2017,Alameda,CA,Passenger,0,1,1,360,361,0.28
November 30 2022,Maricopa,AZ,Passenger,19,5,24,1251,1275,1.88
May 31 2021,Yakima,WA,Passenger,212,145,357,169121,169478,0.21
June 30 2018,Essex,NJ,Passenger,1,0,1,14,15,6.67
March 31 2025,Benton,WA,Truck,95,0,95,43200,43295,0.22
February 28 2023,Lincoln,WA,Truck,0,0,0,4827,4827,0.00
August 31 2022,Denver,CO,Passenger,2,0,2,116,118,1.69
September 30 2024,Suffolk,MA,Passenger,3,1,4,36,40,10.00
January 31 2017,Douglas,WA,Truck,0,0,0,11424,11424,0.00
October 31 2024,DeKalb,GA,Passenger,1,0,1,39,40,2.50
February 28 2022,Snohomish,WA,Truck,3,0,3,124944,124947,0.00
March 31 2024,Garfield,WA,Passenger,0,3,3,1300,1303,0.23
September 30 2020,Rockingham,NH,Passenger,1,0,1,29,30,3.33
April 30 2025,Currituck,NC,Passenger,1,0,1,20,21,4.76
October 31 2024,Charlottesville,VA,Passenger,0,1,1,6,7,14.29
December 31 2021,Lewis,WA,Truck,0,0,0,26649,26649,0.00
April 30 2017,Columbia,WA,Passenger,0,1,1,2358,2359,0.04
October 31 2020,Klamath,OR,Passenger,1,0,1,38,39,2.56
July 31 2025,Douglas,WA,Passenger,423,122,545,29134,29679,1.84
September 30 2019,Deschutes,OR,Passenger,4,0,4,178,182,2.20
November 30 2020,Clark,NV,Passenger,4,3,7,773,780,0.90
August 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10.00
March 31 2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19
January 31 2020,Pinal,AZ,Passenger,1,0,1,233,234,0.43
September 30 2022,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
April 30 2023,Mecklenburg,NC,Passenger,1,0,1,71,72,1.39
September 30 2024,Monterey,CA,Truck,1,0,1,29,30,3.33
March 31 2017,Pacific,WA,Passenger,6,8,14,15065,15079,0.09
December 31 2023,Snohomish,WA,Passenger,16027,3580,19607,525261,544868,3.60
November 30 2024,Pacific,WA,Truck,15,0,15,7733,7748,0.19
August 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
September 30 2018,Island,WA,Passenger,227,209,436,62753,63189,0.69
October 31 2023,Asotin,WA,Truck,0,0,0,6609,6609,0.00
July 31 2019,Placer,CA,Passenger,1,0,1,110,111,0.90
July 31 2019,Rogers,OK,Passenger,1,0,1,9,10,10.00
May 31 2025,Atascosa,TX,Passenger,1,0,1,1,2,50.00
December 31 2021,Cowlitz,WA,Truck,0,1,1,28959,28960,0.00
November 30 2023,Centre,PA,Passenger,1,0,1,10,11,9.09
April 30 2023,San Juan,WA,Passenger,598,176,774,13800,14574,5.31
November 30 2020,Kittitas,WA,Passenger,124,52,176,29725,29901,0.59
April 30 2020,Dallas,IA,Passenger,0,1,1,11,12,8.33
February 28 2025,Marin,CA,Passenger,1,3,4,37,41,9.76
June 30 2021,Clark,WA,Passenger,2841,1422,4263,322039,326302,1.31
January 31 2023,Clallam,WA,Truck,9,0,9,21823,21832,0.04
November 30 2017,Mason,WA,Passenger,63,69,132,44582,44714,0.30
April 30 2024,Yakima,WA,Truck,18,0,18,60784,60802,0.03
May 31 2022,Santa Clara,CA,Passenger,21,4,25,313,338,7.40
February 28 2021,Garfield,WA,Passenger,0,2,2,1353,1355,0.15
March 31 2021,Lewis,WA,Truck,0,0,0,26798,26798,0.00
November 30 2017,Clay,FL,Passenger,0,1,1,113,114,0.88
February 28 2018,Tarrant,TX,Passenger,1,0,1,237,238,0.42
June 30 2025,Chelan,WA,Truck,92,0,92,22814,22906,0.40
April 30 2022,Onslow,NC,Passenger,0,1,1,155,156,0.64
January 31 2024,Pima,AZ,Passenger,2,0,2,226,228,0.88
July 31 2017,Walla Walla,WA,Truck,0,0,0,13171,13171,0.00
April 30 2022,Collin,TX,Passenger,6,0,6,127,133,4.51
July 31 2024,New York,NY,Passenger,6,0,6,40,46,13.04
June 30 2019,Maricopa,AZ,Passenger,6,5,11,1753,1764,0.62
April 30 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.70
September 30 2024,Island,WA,Truck,69,0,69,20562,20631,0.33
January 31 2022,Harnett,NC,Passenger,2,1,3,180,183,1.64
September 30 2020,Douglas,WA,Passenger,79,45,124,28017,28141,0.44
September 30 2024,Skamania,WA,Passenger,165,58,223,7833,8056,2.77
October 31 2021,Columbia,OR,Passenger,1,0,1,26,27,3.70
September 30 2022,Columbia,GA,Passenger,0,1,1,99,100,1.00
January 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
January 31 2022,Multnomah,OR,Passenger,2,4,6,725,731,0.82
November 30 2023,Franklin,OH,Passenger,1,0,1,67,68,1.47
July 31 2019,Osceola,FL,Passenger,1,0,1,52,53,1.89
January 31 2017,,,Passenger,2,0,2,485,487,0.41
August 31 2022,Cowlitz,WA,Truck,2,0,2,28400,28402,0.01
April 30 2022,Yellowstone,MT,Passenger,0,1,1,37,38,2.63
August 31 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
November 30 2022,Carroll,NH,Passenger,0,1,1,3,4,25.00
November 30 2024,Jefferson,WA,Passenger,819,326,1145,23906,25051,4.57
May 31 2023,Clallam,WA,Passenger,535,282,817,48862,49679,1.64
February 28 2022,Brevard,FL,Passenger,0,1,1,87,88,1.14
October 31 2025,Harrison,MS,Passenger,1,0,1,27,28,3.57
July 31 2021,Maui,HI,Passenger,1,0,1,32,33,3.03
February 28 2019,Riverside,CA,Passenger,2,2,4,712,716,0.56
April 30 2025,Cowlitz,WA,Passenger,894,338,1232,70178,71410,1.73
July 31 2021,St. Clair,IL,Passenger,1,0,1,147,148,0.68
September 30 2021,Ventura,CA,Passenger,1,3,4,298,302,1.32
March 31 2023,Kings,NY,Passenger,1,0,1,64,65,1.54
December 31 2024,Prince George,VA,Passenger,1,0,1,58,59,1.69
October 31 2020,Montgomery,PA,Passenger,1,0,1,27,28,3.57
April 30 2025,Island,WA,Passenger,1884,663,2547,60082,62629,4.07
September 30 2022,New York,NY,Passenger,4,0,4,47,51,7.84
August 31 2025,Asotin,WA,Passenger,63,34,97,12102,12199,0.80
May 31 2018,Garfield,WA,Passenger,1,1,2,1327,1329,0.15
January 31 2020,Lee,FL,Passenger,1,0,1,61,62,1.61
December 31 2024,Essex,NJ,Passenger,2,1,3,6,9,33.33
April 30 2019,Garfield,WA,Passenger,1,1,2,1299,1301,0.15
April 30 2025,Newport,RI,Passenger,0,2,2,58,60,3.33
October 31 2021,Skagit,WA,Truck,1,0,1,32771,32772,0.00
March 31 2025,Greene,OH,Passenger,1,0,1,22,23,4.35
October 31 2021,New York,NY,Passenger,4,0,4,53,57,7.02
February 28 2017,El Paso,CO,Passenger,1,1,2,856,858,0.23
January 31 2021,Allegheny,PA,Passenger,2,1,3,77,80,3.75
December 31 2017,Mason,WA,Truck,0,0,0,19590,19590,0.00
March 31 2021,Polk,FL,Passenger,1,0,1,76,77,1.30
April 30 2017,Norfolk,VA,Passenger,1,1,2,292,294,0.68
May 31 2023,Leavenworth,KS,Passenger,1,2,3,91,94,3.19
October 31 2019,Collier,FL,Passenger,1,0,1,25,26,3.85
May 31 2017,Pinal,AZ,Passenger,2,0,2,270,272,0.74
May 31 2023,Washoe,NV,Passenger,3,0,3,81,84,3.57
July 31 2024,Otero,NM,Passenger,0,1,1,23,24,4.17
August 31 2025,Whitman,WA,Truck,23,0,23,8539,8562,0.27
December 31 2017,,,Passenger,3,0,3,438,441,0.68
December 31 2023,Prince George's,MD,Passenger,2,2,4,138,142,2.82
October 31 2021,Pierce,WA,Truck,0,0,0,144890,144890,0.00
December 31 2020,Monroe,NY,Passenger,1,0,1,30,31,3.23
December 31 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
March 31 2024,King,WA,Truck,1203,2,1205,171090,172295,0.70
June 30 2025,Pierce,WA,Truck,662,0,662,132397,133059,0.50
August 31 2025,DeKalb,GA,Passenger,2,0,2,31,33,6.06
July 31 2023,Cowlitz,WA,Truck,10,0,10,28129,28139,0.04
August 31 2025,Montgomery,TX,Passenger,1,0,1,21,22,4.55
July 31 2017,Shelby,TN,Passenger,0,1,1,117,118,0.85
December 31 2021,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
January 31 2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22
May 31 2021,Pend Oreille,WA,Truck,0,0,0,5738,5738,0.00
October 31 2023,Garfield,WA,Truck,0,0,0,975,975,0.00
November 30 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
June 30 2023,Wahkiakum,WA,Passenger,26,17,43,3029,3072,1.40
February 28 2022,Wood,OH,Passenger,0,1,1,8,9,11.11
October 31 2023,Wise,TX,Passenger,2,0,2,8,10,20.00
December 31 2022,Harnett,NC,Passenger,3,0,3,177,180,1.67
November 30 2019,Hennepin,MN,Passenger,2,1,3,118,121,2.48
July 31 2020,Polk,FL,Passenger,1,0,1,82,83,1.20
May 31 2020,Klickitat,WA,Passenger,52,40,92,15267,15359,0.60
January 31 2019,Cowlitz,WA,Passenger,79,96,175,72520,72695,0.24
July 31 2020,Stevens,WA,Truck,0,0,0,18648,18648,0.00
September 30 2022,Mason,WA,Passenger,335,174,509,46797,47306,1.08
January 31 2018,Sacramento,CA,Passenger,1,1,2,321,323,0.62
January 31 2022,Howard,IN,Passenger,0,1,1,6,7,14.29
March 31 2024,Platte,MO,Passenger,2,1,3,17,20,15.00
October 31 2021,Chelan,WA,Truck,0,0,0,23050,23050,0.00
January 31 2018,Franklin,WA,Passenger,31,51,82,56987,57069,0.14
November 30 2017,Alameda,CA,Passenger,0,1,1,363,364,0.27
April 30 2020,Shelby,TN,Passenger,0,1,1,99,100,1.00
August 31 2023,Essex,MA,Passenger,1,0,1,16,17,5.88
April 30 2023,Montgomery,PA,Passenger,1,0,1,26,27,3.70
February 29 2024,Pend Oreille,WA,Truck,3,0,3,5579,5582,0.05
November 30 2021,Portsmouth,VA,Passenger,0,1,1,80,81,1.23
May 31 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
October 31 2023,Adams,WA,Truck,3,0,3,5348,5351,0.06
November 30 2024,Jefferson,WA,Truck,31,0,31,9096,9127,0.34
April 30 2017,Manatee,FL,Passenger,1,0,1,52,53,1.89
January 31 2017,Gwinnett,GA,Passenger,0,1,1,98,99,1.01
November 30 2021,Montgomery,TX,Passenger,2,1,3,52,55,5.45
July 31 2018,Charles,MD,Passenger,0,1,1,88,89,1.12
October 31 2025,San Bernardino,CA,Passenger,4,1,5,278,283,1.77
October 31 2021,Hawaii,HI,Passenger,1,0,1,55,56,1.79
October 31 2021,Lewis,WA,Passenger,193,160,353,59549,59902,0.59
August 31 2025,Asotin,WA,Truck,5,0,5,6461,6466,0.08
June 30 2022,Rogers,OK,Passenger,1,0,1,7,8,12.50
September 30 2024,Newport,RI,Truck,1,0,1,13,14,7.14
